"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
317,ذكر,سعودي,26-30,النيابة العامة,النيابة العامة,ملازم تحقيق,ملازم تحقيق,الرياض,الرياض,التعيين,1445,10,16
318,ذكر,سعودي,20-25,النيابة العامة,النيابة العامة,ملازم تحقيق,ملازم تحقيق,الرياض,الرياض,التعيين,1445,10,16
319,ذكر,سعودي,20-25,النيابة العامة,النيابة العامة,ملازم تحقيق,ملازم تحقيق,الرياض,الرياض,التعيين,1445,10,16
320,ذكر,سعودي,26-30,النيابة العامة,النيابة العامة,ملازم تحقيق,ملازم تحقيق,الرياض,الرياض,التعيين,1445,10,16
321,أنثى,"مقيم ",36-40,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,10,16
322,ذكر,سعودي,20-25,جامعة طيبة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,16
323,ذكر,سعودي,46-50,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير,الرياض,الرياض,التعاقد,1445,10,16
324,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,طبرجل,الجوف,التعاقد,1445,10,16
325,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,السادسة,مساعد إداري,الطائف,مكة المكرمة,التعيين,1445,10,16
326,أنثى,سعودي,36-40,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,الاحساء,الدمام,التعيين,1445,10,16
327,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني دعم مساعد,ابها,ابها,التعاقد,1445,10,16
328,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,10,16
329,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,10,17
330,ذكر,سعودي,36-40,جامعة الباحة,لم يحدد,لم يحدد,محاضر,الباحه,الباحه,التعاقد,1445,10,17
331,أنثى,"مقيم ",46-50,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مشارك,الاحساء,الدمام,التعاقد,1445,10,17
332,أنثى,"مقيم ",63-64,جامعة القصيم,لم يحدد,لم يحدد,أستاذ مشارك,بريده,بريده,التعاقد,1445,10,18
333,ذكر,سعودي,20-25,إمارة منطقة الحدود الشمالية,المستخدمين,الثالثة والثلاثون,خوي,عرعر,عرعر,التعيين,1445,10,19
334,ذكر,سعودي,20-25,إمارة منطقة الحدود الشمالية,المستخدمين,الثالثة والثلاثون,خوي,عرعر,عرعر,التعيين,1445,10,19
335,ذكر,سعودي,41-45,المراسم الملكية,الموظفين,السادسة,مشرف عمليات بريدية ممارس ثاني,الرياض,الرياض,التعيين,1445,10,19
336,أنثى,سعودي,20-25,النيابة العامة,الموظفين,السادسة,مأمور تحريرات,بلجرشى,الباحه,التعيين,1445,10,19
337,ذكر,"مقيم ",46-50,جامعة الأمير سطام بن عبدالعزيز,لم يحدد,لم يحدد,أستاذ مساعد,الخرج,الرياض,التعاقد,1445,10,19
338,ذكر,"مقيم ",41-45,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ,ابها,ابها,التعاقد,1445,10,19
339,ذكر,سعودي,26-30,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,معيد,معيد,جدة,مكة المكرمة,التعيين,1445,10,19
340,ذكر,سعودي,20-25,جامعة تبوك,لم يحدد,لم يحدد,فني هندسة كهربائية ممارس,تبوك,تبوك,التعاقد,1445,10,19
341,أنثى,سعودي,20-25,جامعة طيبة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,19
342,أنثى,"مقيم ",36-40,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,10,19
343,ذكر,سعودي,20-25,رئاسة الإستخبارات العامة,المستخدمين,الثالثة والثلاثون,مراسل مكتبي,الرياض,الرياض,التعيين,1445,10,19
344,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,19
345,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,ظهران الجنوب,ابها,التعاقد,1445,10,19
346,أنثى,سعودي,20-25,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,جازان,جازان,التعاقد,1445,10,19
347,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري ممارس ثاني,ظهران الجنوب,ابها,التعاقد,1445,10,19
348,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,مسجل معلومات,ابها,ابها,التعاقد,1445,10,19
349,أنثى,سعودي,41-45,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,10,19
350,أنثى,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,10,19
351,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الدمام,الدمام,التعاقد,1445,10,19
352,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,10,19
353,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,10,19
354,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,10,19
355,ذكر,سعودي,36-40,أمانة منطقة المدينة المنورة,المتعاقدين,متعاقد,أخصائي إدارة مشاريع,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,20
356,ذكر,سعودي,31-35,أمانة منطقة المدينة المنورة,المتعاقدين,متعاقد,أخصائي إدارة مشاريع,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,20
357,ذكر,سعودي,31-35,أمانة منطقة المدينة المنورة,المتعاقدين,متعاقد,مدير إدارة المشاريع,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,20
358,ذكر,"مقيم ",41-45,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,طبيب نائب,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,20
359,ذكر,سعودي,31-35,بلدية ضباء,لم يحدد,لم يحدد,مهندس حاسب آلي  مساعد,ضباء,تبوك,التعاقد,1445,10,20
360,أنثى,"مقيم ",46-50,جامعة الأمير سطام بن عبدالعزيز,لم يحدد,لم يحدد,أستاذ مساعد,الخرج,الرياض,التعاقد,1445,10,20
361,ذكر,سعودي,41-45,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,10,20
362,أنثى,سعودي,26-30,جامعة حفر الباطن,لم يحدد,لم يحدد,أخصائية مختبر,حفر الباطن,الدمام,التعاقد,1445,10,20
363,أنثى,سعودي,26-30,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,10,20
364,ذكر,سعودي,63-64,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,10,20
365,ذكر,سعودي,31-35,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إداري,الرياض,الرياض,التعاقد,1445,10,20
366,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1445,10,20
367,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1445,10,20
368,أنثى,سعودي,46-50,وزارة الحج والعمرة,المتعاقدين,متعاقد,مدير إدارة المراجعة الداخلية,مكة المكرمة,مكة المكرمة,التعاقد,1445,10,20
369,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,ابها,ابها,التعاقد,1445,10,20
370,أنثى,سعودي,41-45,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الباحه,الباحه,التعاقد,1445,10,20
371,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني اتصالات,الطائف,مكة المكرمة,التعاقد,1445,10,20
372,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,20
373,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس كهربائي,الرياض,الرياض,التعاقد,1445,10,21
374,أنثى,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,21
375,ذكر,سعودي,26-30,بلدية ضباء,لم يحدد,لم يحدد,مهندس زراعي مساعد,ضباء,تبوك,التعاقد,1445,10,21
376,أنثى,"مقيم ",41-45,جامعة الإمام محمد بن سعود,لم يحدد,لم يحدد,أستاذ مساعد,الرياض,الرياض,التعاقد,1445,10,21
377,أنثى,سعودي,20-25,معهد الإدارة العامة,التعليميين,معلم ممارس,معلم مـمارس,الرياض,الرياض,التعيين,1445,10,21
378,أنثى,سعودي,20-25,معهد الإدارة العامة,التعليميين,معلم ممارس,معلم مـمارس,الرياض,الرياض,التعيين,1445,10,21
379,أنثى,سعودي,26-30,معهد الإدارة العامة,التعليميين,معلم ممارس,معلم مـمارس,الرياض,الرياض,التعيين,1445,10,21
380,ذكر,سعودي,20-25,معهد الإدارة العامة,التعليميين,معلم ممارس,معلم مـمارس,الرياض,الرياض,التعيين,1445,10,21
381,أنثى,سعودي,51-56,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,صبياء,جازان,التعاقد,1445,10,21
382,ذكر,"مقيم ",36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,10,21
383,ذكر,سعودي,26-30,إمارة منطقة الرياض,الموظفين,السادسة,رئيس دورية,الرياض,الرياض,التعيين,1445,10,22
384,ذكر,سعودي,26-30,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,22
385,ذكر,سعودي,57-61,جامعة أم القرى,لم يحدد,لم يحدد,مدير إدارة التطوير الإداري,مكة المكرمة,مكة المكرمة,التعاقد,1445,10,22
386,أنثى,"مقيم ",51-56,جامعة الباحة,لم يحدد,لم يحدد,أستاذ مساعد,الباحه,الباحه,التعاقد,1445,10,22
387,أنثى,سعودي,41-45,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,10,22
388,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,السادسة,مساعد إداري,حفر الباطن,الدمام,التعيين,1445,10,22
389,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,الرياض,الرياض,التعاقد,1445,10,22
390,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,مكة المكرمة,مكة المكرمة,التعيين,1445,10,22
391,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فني,جدة,مكة المكرمة,التعيين,1445,10,22
392,ذكر,"مقيم ",36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,10,22
393,ذكر,سعودي,31-35,إمارة منطقة الباحة,الموظفين,الخامسة,رئيس مركز ( ب ),دوس,الباحه,التعيين,1445,10,23
394,ذكر,سعودي,36-40,إمارة منطقة الباحة,الموظفين,الخامسة,سكرتير,الباحه,الباحه,التعيين,1445,10,23
395,ذكر,سعودي,36-40,الأمانة العامة لمجلس الوزراء,المتعاقدين,متعاقد,مدير التزام,الرياض,الرياض,التعاقد,1445,10,23
396,ذكر,"مقيم ",36-40,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ مشارك,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,23
397,ذكر,"مقيم ",41-45,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مساعد,الاحساء,الدمام,التعاقد,1445,10,23
398,أنثى,سعودي,36-40,جامعة حائل,الموظفين,الثامنة,مساعد إداري متقدم,حائل,حائل,التعيين,1445,10,23
399,ذكر,سعودي,36-40,جامعة حائل,الصحيين,أخصائي,أخصائي,حائل,حائل,التعيين,1445,10,23
400,ذكر,سعودي,51-56,جامعة حائل,الصحيين,أخصائي,أخصائي,حائل,حائل,التعيين,1445,10,23
401,ذكر,سعودي,41-45,جامعة حائل,الصحيين,أخصائي,أخصائي,حائل,حائل,التعيين,1445,10,23
402,ذكر,سعودي,36-40,جامعة حائل,الصحيين,أخصائي,أخصائي,حائل,حائل,التعيين,1445,10,23
403,ذكر,سعودي,41-45,جامعة حائل,الصحيين,أخصائي استشاري,أخصائي  استشاري,حائل,حائل,التعيين,1445,10,23
404,أنثى,سعودي,41-45,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إداري,الرياض,الرياض,التعاقد,1445,10,23
405,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,10,23
406,أنثى,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,10,23
407,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,10,23
408,ذكر,سعودي,57-61,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,10,23
409,أنثى,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
410,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
411,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
412,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
413,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
414,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,23
415,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل بيانات,الرياض,الرياض,التعاقد,1445,10,23
416,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير مشروع,الرياض,الرياض,التعاقد,1445,10,23
417,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,البشائر,ابها,التعاقد,1445,10,23
418,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,الاحساء,الدمام,التعاقد,1445,10,23
419,ذكر,سعودي,41-45,وزارة التعليم,المتعاقدين,متعاقد,وكيل الوزارة,الرياض,الرياض,التعاقد,1445,10,23
420,ذكر,سعودي,41-45,وزارة الداخلية,المتعاقدين,متعاقد,مدير عام الشئون القانونية والتعاون الدولي,الرياض,الرياض,التعاقد,1445,10,23
421,ذكر,سعودي,41-45,وزارة الطاقة,المتعاقدين,متعاقد,وكيل الوزارة لشئون الشركات,الرياض,الرياض,التعاقد,1445,10,23
422,ذكر,سعودي,26-30,وزارة المالية,المتعاقدين,متعاقد,أخصائي موازنة مالية,الرياض,الرياض,التعاقد,1445,10,23
423,ذكر,سعودي,41-45,وزارة المالية,المتعاقدين,متعاقد,وكيل,الرياض,الرياض,التعاقد,1445,10,23
424,أنثى,سعودي,31-35,وزارة الموارد البشرية والتنمية الإجتماعية,المتعاقدين,متعاقد,مدير إدارة المتابعة,الرياض,الرياض,التعاقد,1445,10,23
425,ذكر,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي أول برمجة تكامل خدمات إلكترونية,الرياض,الرياض,التعاقد,1445,10,24
426,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,اخصائي موارد بشرية,الرياض,الرياض,التعاقد,1445,10,24
427,ذكر,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,خبير تنفيذ,الرياض,الرياض,التعاقد,1445,10,24
428,أنثى,سعودي,46-50,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,24
429,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,10,24
430,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل بيانات,الرياض,الرياض,التعاقد,1445,10,24
431,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل معلومات التهديدات السيبرانية ممارس أول,الرياض,الرياض,التعاقد,1445,10,24
432,ذكر,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير إدارة التطبيقات,الرياض,الرياض,التعاقد,1445,10,24
433,ذكر,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير إدارة الخدمات الالكترونية,الرياض,الرياض,التعاقد,1445,10,24
434,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير إدارة دعم العملاء,الرياض,الرياض,التعاقد,1445,10,24
435,ذكر,سعودي,65 فاكثر,وزارة السياحة,المتعاقدين,متعاقد,مستشار,الرياض,الرياض,التعاقد,1445,10,24
436,ذكر,سعودي,57-61,وزارة الصحة,المتعاقدين,متعاقد,الرئيس التنفيذي,الرياض,الرياض,التعاقد,1445,10,24
437,ذكر,سعودي,41-45,وزارة الصحة,المتعاقدين,متعاقد,مدير إدارة,الرياض,الرياض,التعاقد,1445,10,24
438,ذكر,سعودي,31-35,وزارة الصحة,المتعاقدين,متعاقد,مدير إدارة التقارير المالية,الرياض,الرياض,التعاقد,1445,10,24
439,ذكر,سعودي,46-50,وزارة الصحة,المتعاقدين,متعاقد,مدير الشؤون الإدارية والمالية,الرياض,الرياض,التعاقد,1445,10,24
440,ذكر,سعودي,36-40,وزارة الصحة,المتعاقدين,متعاقد,مدير الشؤون القانونية,الرياض,الرياض,التعاقد,1445,10,24
441,ذكر,سعودي,41-45,وزارة الصحة,المتعاقدين,متعاقد,مدير المشتريات,الرياض,الرياض,التعاقد,1445,10,24
442,ذكر,سعودي,36-40,وزارة الصحة,المتعاقدين,متعاقد,مدير الوحدة الصحية,الرياض,الرياض,التعاقد,1445,10,24
443,أنثى,سعودي,41-45,وزارة الصحة,المتعاقدين,متعاقد,مشرف قسم الأداء المؤسسي,الرياض,الرياض,التعاقد,1445,10,24
444,ذكر,سعودي,36-40,أمانة المنطقة الشرقية,لم يحدد,لم يحدد,كاتب,الدمام,الدمام,التعاقد,1445,10,26
445,ذكر,سعودي,26-30,أمانة المنطقة الشرقية,لم يحدد,لم يحدد,مأمور مستودع,الدمام,الدمام,التعاقد,1445,10,26
446,أنثى,سعودي,41-45,أمانة محافظة جدة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,10,26
447,أنثى,سعودي,31-35,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,أخصائي صحي,الرياض,الرياض,التعاقد,1445,10,26
448,ذكر,سعودي,26-30,بلدية الدائر بني مالك,لم يحدد,لم يحدد,كاتب,الدائر,جازان,التعاقد,1445,10,26
449,ذكر,سعودي,31-35,بلدية ضباء,لم يحدد,لم يحدد,مهندس مدني مساعد,ضباء,تبوك,التعاقد,1445,10,26
450,أنثى,سعودي,41-45,جامعة الأميرة  نورة بنت عبدالرحمن,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,الرياض,الرياض,التعيين,1445,10,26
451,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,محلل نظم,الرياض,الرياض,التعاقد,1445,10,26
452,أنثى,سعودي,36-40,جامعة الباحة,لم يحدد,لم يحدد,محاضر,الباحه,الباحه,التعاقد,1445,10,26
453,أنثى,سعودي,26-30,جامعة الباحة,لم يحدد,لم يحدد,محاضر,الباحه,الباحه,التعاقد,1445,10,26
454,أنثى,"مقيم ",36-40,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,10,26
455,ذكر,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,فني تدفئة وتهوية وتكييف ممارس,تبوك,تبوك,التعاقد,1445,10,26
456,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,10,26
457,ذكر,سعودي,20-25,رئاسة الإستخبارات العامة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,10,26
458,ذكر,سعودي,20-25,رئاسة الإستخبارات العامة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,10,26
459,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,10,26
460,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,تبوك,تبوك,التعاقد,1445,10,26
461,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,26
462,ذكر,سعودي,26-30,وزارة الداخلية,الموظفين,السادسة,محلل بيانات مساعد,الرياض,الرياض,التعيين,1445,10,26
463,أنثى,سعودي,31-35,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,26
464,ذكر,سعودي,41-45,وزارة الصحة,الصحيين,أخصائي,أخصائية تمريض,جدة,مكة المكرمة,التعيين,1445,10,26
465,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,فني,فني مراقب وبائيات,جدة,مكة المكرمة,التعيين,1445,10,26
466,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,مساعد طبيب أسنان,جدة,مكة المكرمة,التعيين,1445,10,26
467,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,10,26
468,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس ميكانيكي,الرياض,الرياض,التعاقد,1445,10,27
469,ذكر,سعودي,36-40,إمارة المنطقة الشرقية,الموظفين,العاشرة,رئيس مركز ( أ),عريعره,الدمام,التعيين,1445,10,27
470,ذكر,"مقيم ",36-40,جامعة الباحة,لم يحدد,لم يحدد,أستاذ مساعد,الباحه,الباحه,التعاقد,1445,10,27
471,أنثى,سعودي,41-45,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,10,27
472,ذكر,سعودي,31-35,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,10,27
473,أنثى,سعودي,26-30,جامعة الملك عبدالعزيز,لم يحدد,لم يحدد,معيد,جدة,مكة المكرمة,التعاقد,1445,10,27
474,أنثى,سعودي,31-35,جامعة تبوك,لم يحدد,لم يحدد,أخصائي,تبوك,تبوك,التعاقد,1445,10,27
475,أنثى,سعودي,36-40,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,10,27
476,أنثى,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,10,27
477,ذكر,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,10,27
478,ذكر,سعودي,31-35,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,10,27
479,ذكر,سعودي,36-40,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,10,27
480,ذكر,سعودي,36-40,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إدارة,الرياض,الرياض,التعاقد,1445,10,27
481,ذكر,سعودي,26-30,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مصمم جرافيكس,الرياض,الرياض,التعاقد,1445,10,27
482,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,بلاد رجال المع,ابها,التعاقد,1445,10,27
483,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,جدة,مكة المكرمة,التعاقد,1445,10,27
484,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,مكة المكرمة,مكة المكرمة,التعاقد,1445,10,27
485,ذكر,سعودي,36-40,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,ميكانيكي سيارات,مكة المكرمة,مكة المكرمة,التعاقد,1445,10,27
486,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الاحساء,الدمام,التعاقد,1445,10,27
487,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,العلا,المدينةالمنورة,التعاقد,1445,10,27
488,ذكر,سعودي,31-35,وزارة المالية,المتعاقدين,متعاقد,أخصائي  مخاطر,الرياض,الرياض,التعاقد,1445,10,27
489,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي بحث قضايا,الرياض,الرياض,التعاقد,1445,10,28
490,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي قياس و تقويم,الرياض,الرياض,التعاقد,1445,10,28
491,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,فني إنشاءات,الرياض,الرياض,التعاقد,1445,10,28
492,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,فني طرق,الرياض,الرياض,التعاقد,1445,10,28
493,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مخطط مدن,الرياض,الرياض,التعاقد,1445,10,28
494,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مخطط مدن,الرياض,الرياض,التعاقد,1445,10,28
495,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مخطط مدن,الرياض,الرياض,التعاقد,1445,10,28
496,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مسّاح أراضي,الرياض,الرياض,التعاقد,1445,10,28
497,أنثى,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مطور برامج,الرياض,الرياض,التعاقد,1445,10,28
